Tweet,Text Label
& @babysinead that dude is a fucking PSYCHO. i turned down working for him and he told ppl that I DID and that i was TROUBLE.,Bullying
& @babysinead i've never even met him in person. he's a fucking douche.,Bullying
I get that too! It sucks!,Bullying
hey fag why you gotta ask the whole world!? j/k your awesome,Bullying
gotta love the gay kid who was drumming trying to get his head in the pic tho HAHA,Bullying
Sheeyat....Freezing rain is no punk. Hope you didn't fall & bust your ass in the parking lot.... I almost did.,Bullying
Damn skippy. I should be dead 10 times over......,Bullying
Its foggy as hell here too. Looks like damn Seattle.,Bullying
He's got NO right  but that makes no diff to him. He's just still mad he went from "cotdamn!!" to "oh.....damn.",Non-Bullying
lol penelope died?? thats so depressive  i have a compaq it sucks  i dont have a name for my computer tho : ),Bullying
if u hate shapes  how can you pull shapes?,Non-Bullying
OMG. GREAT list! I can add to TMI Freak. Folo one who shares stories about sex toys. No joke.,Non-Bullying
Do you really have a big man ass?,Bullying
I hate it so much! :),Non-Bullying
i don't know that bambi's ass is a nice place. LOL,Bullying
attention whore!,Bullying
I laughed so hard when I first heard because my gay husband (good friend  lol) says code 3 when he has an emergency,Bullying
http://twitpic.com/xipq - this only makes me hate having a verizon contract even more.  erg.,Bullying
no guarantees.  hate the place. I'm ust going there to make sure my parents are still alive.,Bullying
AWWWW I HATE THAT!!!! I had to buy that gadget you can stick your hard drive into to pull them off. SO SUCKS! Sorry. :0(,Bullying
Praying for your grandmother and your momma. I hate that they are facing so much.,Bullying
Would you mind if I blogged about it to? Hate doing that without asking first! #cleanup09,Non-Bullying
bitch please your gorgeous,Bullying
IT'S SO FUCKING CUTE,Non-Bullying
i fucking hate that word  hahaha.,Bullying
i know  haha. 1408 is so gay. i don't even know why i'm watching it.,Bullying
omg - that sucks arse! I am so sorry =/,Bullying
Sounds like good times. I'm in the office until 7:00 and then I'll probably go for a run. I'm a fat boy getting fatter.,Bullying
Ye Olde Cock looks nice.,Bullying
i hate it when that happens :),Non-Bullying
so he isnt gay anymore?,Non-Bullying
sure you can  I'll hide the flashlight. go emo go!,Bullying
emang lagu2nya emo? bukannya mellow? :D,Bullying
gitu emo jaman dulu ya :D,Bullying
Listen  RayRay  I gave you the lowdown as soon as I got it. I hadn't heard it b4 and I was shocked. She seems to hate his guts.,Bullying
I thinks you meant to say that TWILIGHT was epic fail  not your mistake. I hate stephanie meyer and I've never even met her.,Bullying
are you still at school?! Ha!! Sucks to be you!! I finished two and a half weeks ago.,Non-Bullying
lawl. Sucks to be THEM  then.,Bullying
I'd die first. Damn fareway.,Bullying
and THAT is why I hate that movie/musical. Despite the awesome music  there's no redemption  and I love redemption.,Non-Bullying
LMAO! He's horrible. The Beatles changed the fucking WORLD! And are still an icon to this day. Who the fuck are you?!?!?,Bullying
oh and go blue whale watching. forgot to say.,Non-Bullying
I got a gigantic  bad ass pizza cutter.  It's not just for pizza anymore.,Non-Bullying
I need to see how this ravin rabids game works first. It'd all have to be in the ass moving. Maybe not moving enough = bad oral?,Bullying
Me will be snoring in about 10... tired. I woke up at 5  damn it all,Non-Bullying
I work in McCormick Place & hate the commute to nwi. You probably wouldn't even need to rehearse with the repetitive repertoire.,Non-Bullying
holy fucking jesus mother  gad damnit WTF? wow.,Bullying
really? Thank fucking god for sleeping pills!,Bullying
dude  that pic of you in the Gold 2009 flyer looks like a friggen glamour shot  fag. hearts!,Bullying
Eff yeah! give @jeffreyparadise and @richiepanic a slap on the ass for me,Bullying
you are fucking killing me. Please come to a party at my house next time yer in LA. Rice pilaf will be ready,Bullying
I swear I had to really force myself today. hate days like that!,Non-Bullying
It really sucks  most come on due to too much stress. I cannot control them. It has ruined a lot in my life  but keep pushing on!,Non-Bullying
I hate Heidi and Spencer!!!!!!! I want them off the show!!!!!! YUCK!,Non-Bullying
I hate to open the flue after a long fall. We get birds or dead squirrels...totally scary!!!!!,Bullying
Damn it all... I hate being trendy! LOL!,Non-Bullying
depends on how much you hate fighting w/your light. I read in the car a lot while hub drives  so very worth it to me.,Bullying
thanks. it's part 2 we got stuck on. The rolling didn't seem to work. I'm a loser :),Non-Bullying
he won't wanna pet the guinea pig?,Bullying
i'd love to visit (or live) in san diego cause of yr round warm weather. i hate cold so bad. crowds n traf would b my probs there,Bullying
no prob  but watch out  it's fucking addictive!,Bullying
re:fuck the creative industries blog post (at squares of wheat):I say:Waaaay too much empty rhetoric there. Be the Change ?,Bullying
yeah gymboy  time for you to fuck those weights and do some plyometrics,Non-Bullying
damn that's quite a long code...but  one thing I can tell right now is that STDOUT and tty output streams need not be same,Non-Bullying
u take CNN's word over mine? damn it. already told u that. ;),Non-Bullying
Did...I mention that among my new disciplines are Dementation  Dominate  Presence  and Obtenebration?  I am fucking AWESOME.,Bullying
I *really* hate housework! Then again  it was great waking up to a clean LR & kitchen! Maybe I should do it more often... :-),Bullying
I've been wondering that myself. Its been down for quite a damn long time... @tqbf any comment on that?,Bullying
well damn we should have had a tweet up. I was at Kona last night as well.,Bullying
ouch! Hope your alright! :S I hate Black Ice  Almost broke my arm on it the other week :P,Bullying
word? oh damn! didn't expect that response,Non-Bullying
ah damn Sosa not the Bumsquad fam.......Hopefully you didn't drop $600,Non-Bullying
I thought 7lbs represented the weight of the burdeon on his shoulders. By the way the movie was pretty damn good wasn't it?,Non-Bullying
You have waaaaaaaaaaay too much free time! ...but that's damn cool!,Non-Bullying
eeeeew  I wanna cum ;),Bullying
damn shame right? Specially since there's so much uncut dope out there!,Non-Bullying
hey- finally managed to book the damn tickets online- took me over an hour!!! PVR sucks.,Non-Bullying
 AAYE!!!  richard gre is NOT gay-re :P,Bullying
fuck yeah bra,Bullying
damn them! I'll link to another,Non-Bullying
nope can't deny that sweet face or lil schnauzer w/ ears~always wished Hildie had her pig tails~how is cropping still happening?,Bullying
Hey~~Happy New Year new friend !! enjoy the movie~ think of me when the crazy proff shows up..damn...can't remember his name,Bullying
oh DAMN.  I should be SO much more sophisticated  but that IS a cool #song.  OK  except that last bit.  eep.  a little too #MS,Non-Bullying
the new MacBook Pro?I am getting used to the tapping. I hate the way new track pad clicks. Too loud. Too hard to press.,Non-Bullying
if Santa's magic dies  he just becomes a regular old fat guy in a funny looking suit taking a 747 back to the North Pole,Non-Bullying
damn!,Non-Bullying
aww damn!  I think we need to kick him out the league!  LOL,Non-Bullying
#NAME?,Bullying
also need to know if it is needle free as belenophobic husband would freak.,Non-Bullying
BOTH ARGHH!!!! I'm gonna nap cuz I'm emo right now.,Non-Bullying
 GOOD! Now u can bring ur happy lil' ass over here & help me finish hanging this garland.  ;-),Bullying
 Damn him!!  Oh well...worth a try.,Non-Bullying
Guess there wont be much skidding then. As is said hope you're on the ground floor or everyone will hate Green Grass and High Tides.,Bullying
My friend is gay so it was kinda perfect - he said I could shop all day and then we'd go out. And no putting out! ;),Non-Bullying
I have family flying in soon. Also I don't fly O'Hare in winter. My new rule. HATE. He's at a nice hotel though. :/,Non-Bullying
I'm not sick  unless by sick you mean bad ass. In which case I am totally sick. Sick with a "ph" yo!,Non-Bullying
The FA50 is a low key ultra here in ATL. It stands for Fat Ass 50K. Loop course  so you could do 25K...Half Ass.,Bullying
I hate when that happens!,Non-Bullying
 me too!!! I also hate closing then opening then closing shifts that gets me all out of wack.,Bullying
I knew it wouldn't freak u out when ur time came!  Capture it if u can.,Non-Bullying
says "no more pizzas for the situation room! or else we will be fat when the war is over...",Bullying
dammit I need to get an iphone. no  damn verizon...,Non-Bullying
no kiddin! I hate wedding planning mania.  probably the reason i got married by a justice of the peace with two witnesses.,Non-Bullying
hangs longer than u while u lay there on ur ass! 1 day u gonna look back @ these days & ask urself where did ur life go?,Bullying
you're damn right I did,Non-Bullying
I never thought of it that way - but damn - that IS a good name..,Non-Bullying
He was a poodle of some kind. Toy maybe? I remember his name was Jack. So damn cute I wanted to just pick him up and squeeze him!!,Non-Bullying
dude  you must earn  or have a lot of dough to shell out 50usd a day! Damn  that's serious!,Non-Bullying
I slept horribly. Kepted waking up every hour. Kept tossing and turning. Argh I hate having to work today! Time for cardio!,Bullying
it's pretty bad ass YO!! and the guys that run it kick ass too,Non-Bullying
if you can get me a signed copy of Jordan's book....we'll pull some qoutes during shows.  That guy kicks ass muchos muchos  wow,Bullying
lol...I might...sun isn't up yet.  Busy  multiple projects and people ready to kick ass or "die tryin" :)) wErd,Non-Bullying
wErd... you pick out (2) kick ass hip hop songs and we'll doit yo~,Bullying
niCE that totally kicks ass!!,Non-Bullying
damn skippy trippy :),Non-Bullying
hola! Orli ... we are www.LuckyStartups.com looking to interview some kick ass peeps in Israel... you up to it?,Bullying
yeah  I did that a few months ago. How's your show doing man?? looks kick ass!,Bullying
 man! I have an idea that you will LOVE & HATE!!,Non-Bullying
Thinking about response/actions. Have decided its not going 2b ideal 4 anyone. Its sticky bc its family. Theres love/hate/dislike,Bullying
Not talking about incident but more so the attitude that I'm gonna bitch & make a comp do something on a subjective matter.,Bullying
she doesnt want to scar you for life like i could.  cant talk her into sending you the video of they guy with the jar in his ass.,Bullying
when can I meet your uncle??? Maybe he could give a wiki demo to our loser peeps!?,Bullying
is there a good intro to cucumber+rspec? the wiki sucks.,Non-Bullying
 when i was young  i used to hate terry preichet!because i compared him to tolkien... pretty dumb in hindsight!,Non-Bullying
I hate how the corporate world wants americans to shave everyday.,Non-Bullying
what a coincidence! I'm wearing my fat jeans today and it felt like they were my skinny jeans!,Bullying
sucks  don't it?,Bullying
It's just so damn cute. even the ghosties that KILL YOU OVER AND OVER AND OVER AND OVER.... *ahem* are cute.,Non-Bullying
Damn  Thats out of reach for me now. Thanks anyway. Ever tried this ? http://camstudio.org,Non-Bullying
doc's a dick.. ill manage without injuring myself.. self inflicted pain would be desperate..which I think I am.. Siiigghhh!!,Bullying
